qt,qt,openstack,openstack
416365416c,0.07624381201134788, urls,0.026105430908501148
touch,0.07621768585434466, /dev/zero,0.02607990801334381
qtmsensors,0.07613564189523458, thinlvmvolumedriver,0.026009817607700825
tooltip,0.07603726861998439, defined,0.02599615006086727
qsettings,0.0759177232782046, fake,0.02596426001665267
conditions,0.07583620958030224, 21,0.025885501876473427
:toplevelwindows,0.0758308507502079, filedecoder,0.02584980521351099
maintainability,0.07580587267875671, small,0.02580714365467429
kalland,0.07580471260007471, mechanism,0.025670897117570826
label,0.07578446604311466, function,0.025538456966099972
kept,0.07575883024505206, refactor,0.02548801025156589
assertion,0.07574218759934108, overwrite,0.025484466925263405
previous,0.07572015390671309, libvirt,0.025389420192663534
updatepaintnode,0.07570934295654297, over,0.02532395870695191
sync,0.07568300647947651, filename,0.025310508906841278
unref,0.07552382349967957, imagepropertiesfilter,0.02525736205279827
though,0.07551626272891697, 've,0.025241305585950613
qtbug-21872,0.07549627621968587, within,0.025214637574904105
entire,0.075442573428154, setting,0.024989933133698426
must,0.07536425882512156, mix,0.024932967498898506
codes,0.07536044070282234, lxc,0.024753199890255928
processevents,0.07529648835770786, when,0.024711114526463768
the,0.07521632189734608, splits,0.024653842905536294
freetype,0.07511197349854878, x-glance-api-copy-from,0.024557868018746376
sletta,0.07509970189989489, sample,0.024383431610961754
multiple,0.0750799600314349, disabled,0.02431442867964506
edx,0.075034499168396, compute/manager.py,0.024307608604431152
qjsondocument,0.07493576407432556, port,0.024297521519474684
initializers,0.07492208480834961, defines,0.02421501651406288
intent,0.0748777265350024, until,0.024180404125497892
systems,0.07486343637786129, use,0.024121902423826058
qopenglframebufferobject,0.07475774207462867, used_ratio,0.024117982015013695
considered,0.07472869464092785, beginning,0.024032688699662685
qqmlengine,0.07468504831194878, products,0.024029644206166267
qwidgetwindow,0.07464826852083206, pip,0.02402057684957981
compared,0.07460831478238106, mappings,0.02371417172253132
up,0.07458591959684303, nonetype,0.023547242085138958
toolchain,0.07452927405635516, sequence,0.023546844138763845
standalone,0.07452119141817093, alias,0.023482258121172588
non-localized,0.0744723230600357, active,0.023438220745638796
laszlo.agocs,0.07441147892559702, parsing,0.023400648962706327
were,0.07433323015554258, vif_details,0.023229070007801056
renderlayer,0.07430547972520192, resized,0.023182689445093274
or,0.07415529632965807, allowed_end,0.023164132609963417
example,0.07411945741002758, communicate,0.02302819862961769
nul,0.07409841815630595, true,0.022471041325479744
why,0.07405167352408171, means,0.02242481568828225
automatically,0.07395805170138676, allocation,0.022175466641783714
2.0,0.07385117560625076, exposed,0.022071607410907745
methods,0.07384845522733835, interfaces,0.022036109119653702
treated,0.07370459443579118, recursion,0.021992505993694067
screens,0.07368121792872746, importing,0.021940473467111588
alignment,0.07356259226799011, significant,0.021855205297470093
stmicroelectronic,0.07353832572698593, 500,0.021846674382686615
inefficient,0.07352753281593323, _set_host_enabled,0.02183220535516739
record,0.07350778067484498, secondary,0.02177017112262547
qoffscreensurface*,0.07347232103347778, want,0.021769370059840955
our,0.07345966541605001, package,0.02164405435323715
math,0.07342343777418137, set_replicas,0.021588775018850963
doc,0.07339844922187613, detect,0.021581989340484144
gallery,0.07337259501218796, portals,0.021545780822634697
values,0.07335160087512911, server_diagnostics,0.02152932435274124
reviewed-by,0.07329489432953817, 'memory_mb,0.02152034267783165
calculation,0.07327452003955841, on,0.021483418537841262
center,0.07326452061533928, clock,0.021432213485240936
confused,0.07319859663645427, heavily,0.02142721600830555
sergio,0.07314754174701099, disable,0.021373182121250365
alan,0.07308467409993503, allows,0.021174657306202303
register,0.0730307841530213, rest,0.021165175871415573
treats,0.07296954095363617, resizing,0.021106854289038374
is,0.07293619482539669, useless,0.020951062440872192
indicating,0.07279457151889801, stale,0.020920031304870332
and/or,0.07258587330579758, prepending,0.020882360637187958
accenture.com,0.07257618638686836, instance_type_extra_specs,0.020816223695874214
joao.abecasis,0.07257187882295021, in_use,0.020810409138600033
clearly,0.07256488148123026, swift-ring-builder,0.020801901459120788
plugin,0.07255731876619964, image-update,0.020738252252340317
odd,0.07245737314224243, xapi,0.02072881907224655
potentially,0.07238043695688248, filling,0.020678690324227016
ambiguity,0.07236119359731674, clearly,0.020601661875844002
sent,0.07233367446396086, print,0.02042160928249359
default,0.07228274219372172, bring,0.02037695174415906
unloading,0.07227960973978043, reporting,0.020362784309933584
off,0.07227463200688362, mutable,0.020347248762845993
yann.bodson,0.0722547968228658, column,0.020296817128029134
copy/paste,0.07223927229642868, ryu,0.020252765715122224
:updatevalue,0.07216496020555496, whether,0.02020994604875644
function,0.07215648485285321, specifies,0.020167233422398567
further,0.07211410405579954, description,0.020033149980008602
framebuffer,0.07210834510624409, lets,0.020028636635591585
kervala,0.07210464030504227, changeset,0.019982175901532173
disconnecting,0.07209707796573639, reading,0.019939697347581387
word,0.0720759219257161, converted,0.019893249962478876
creating,0.07204954698681831, applied,0.01987665394941966
(,0.07203476494649762, making,0.019744538143277167
const,0.07197619167466958, boolean,0.01974195591174066
unix,0.07197330271204312, unset,0.01971990428864956
:grab,0.07188003957271576, 012,0.0196769783894221
selected,0.07183610730701023, lock,0.01959452749444888
implemented,0.07182216612399435, ssh,0.019475508481264114
woff,0.07181632767120998, intelligent,0.019469730090349913
qt,0.07177484106712445, elements,0.019397694617509842
works,0.07176741414745762, vlans,0.019395213884611923
dpi,0.07171638273737496, notifiers,0.01933748461306095
able,0.07169657031772658, upstream,0.01928095022837321
aurindam,0.07167069613933563, folsom,0.01925595123320818
receives,0.07158742348353068, structured-object-fields,0.019238003840049107
resource,0.0715687471227004, style,0.019226362307866413
geir,0.07137181361516316, really,0.019202987878368452
behaviour,0.07135074170461546, detection,0.019056083013614018
unfortunately,0.07134862313978374, vhds,0.01899692416191101
meta,0.07132892890108956, testcases,0.018962591886520386
acquire,0.07118258376916249, probes,0.01890026219189167
stripped,0.07107273396104574, stripped,0.01888628862798214
address,0.07099038260904225, //review.openstack.org/,0.018874963745474815
run,0.07096995262961303, indefinitely,0.01874370127916336
clients,0.0709525391459465, db-api-tests,0.018713990226387978
reply,0.07085549583037694, spelling,0.018622489439116582
ask,0.07082444429397583, current,0.018596213459968567
resulted,0.07073368675385912, wwns,0.018548263236880302
no,0.07050318195935512, unit,0.018234137583269992
id,0.07047607694822187, involving,0.01819717511534691
they,0.07037429191235417, attach_volume,0.018150478368625045
mimedata,0.07035079225897789, fractional,0.01814470129708449
deprecation,0.07026968244463205, l3,0.01800857220951002
boundary,0.07008733076509088, logging,0.01793422390307699
restructure,0.07007119804620743, yamahata,0.017848491668701172
semantic,0.07003410905599594, replica,0.017833881080150604
explicit,0.0700314475321456, sent,0.01780729414895177
mabrand,0.07001953252724238, lockutils,0.01777523507674535
lorn,0.06993069112873994, reasons,0.017715006974564556
//,0.06991771083428627, functions,0.017711909487843513
orientations,0.06979485601186752, deallocate,0.017690641184647877
optimal,0.0697224959731102, 255,0.017607256770133972
delayed,0.06966495979577303, oslo-messaging,0.01755807300408681
val,0.06965213268995285, included,0.017545198400815327
utf8,0.06959290709346533, wanted,0.017523666843771935
improved,0.06959245726466179, &,0.01748803390988282
functions,0.06950103899996196, might,0.017431498251178047
without,0.06948363821642045, design,0.0173827201128006
belyashov,0.06947561986744404, bind,0.017367832362651825
plist,0.06937986115614574, send,0.017315196733062085
qcameraexposure,0.06930900737643242, tried,0.017297903075814247
text,0.06921803282552161, list_parts,0.017277552435795467
icu,0.06920576002448797, modifies,0.017270507290959358
qtwidgets,0.06919271492515691, continuous,0.017165205627679824
provider,0.06918384041637182, get_object_info,0.017121482640504837
of,0.06909595422704135, simpler,0.01709316795070966
forms,0.06908536702394485, expose,0.01699532674891608
grabs,0.06907568126916885, fully,0.016882432624697685
jit,0.06905440613627434, connector,0.016699612140655518
janne,0.06903742253780365, private,0.016685116597834754
multiinsert,0.0689464807510376, multi,0.016528749838471413
piece,0.06888268142938614, provision,0.01650106767192483
bradley.hughes,0.0688467743685064, range,0.0164027377210844
vme,0.06879540905356407, entity_name,0.016369624063372612
opened,0.06878847479820252, sr,0.016294052707962692
written,0.06877202913165092, request_spec,0.016247430505851906
keep,0.06866768066009338, contextmiddleware,0.01619408279657364
processes,0.06862656623125077, enums,0.01611214503645897
qt_gradient_quint32,0.06857186555862427, eventually,0.0160993995765845
targets,0.06847934238612652, knows,0.01609020307660103
:passwordmaskdelay,0.06847654283046722, clusters,0.016026756167411803
query,0.06845818913231293, metaplugin,0.016023421039183933
port,0.06831810145729011, hypervisor_type,0.0160018652677536
unicode,0.06825381641586621, sqlalchemy,0.01599576192743638
qqmlxmlhttprequest,0.06825349200516939, gre,0.015933131178220112
reasons,0.06824392483880122, direct,0.0159243364552302
topi,0.06821536148587863, run,0.01592093862073366
camera,0.06820572078227997, mocking,0.015909865498542786
icon,0.06813255697488785, generate_uuid,0.01583992193142573
lancelot,0.06800564378499985, 'metadata,0.01582779362797737
propagation,0.06799436608950298, lbaas,0.01580571776462926
mkspecs,0.06793977320194244, absolute,0.01573479622602463
sense,0.06786532004020716, other,0.0157102763023175
coretext,0.06779484450817108, external,0.015706446953117847
media,0.06772428916560279, skips,0.01568792015314102
depend,0.06763891316950321, hypervisor,0.01566609153524041
non-timed,0.06763710826635361, reports,0.015559396147727967
non,0.06763628497719765, documentation,0.015461985021829605
encoding,0.06744695454835892, destroy,0.015447573363780975
calculations,0.06743686553090811, relative,0.015415560454130173
karsten,0.06738506567974885, assert_called_once,0.015377666801214218
imply,0.06737881898880005, qcow2,0.015227510893185223
description,0.06734637849565063, can,0.01521062235269934
g++,0.06732658731440704, conf,0.015100765875295588
difference,0.06730510791142781, avoids,0.015042354663213095
ignore,0.067296038257579, individual,0.014981256611645222
relies,0.0672935452312231, hard-coded,0.01495751179754734
cause,0.06726118766581984, modular,0.014955117056767145
lance,0.06720269471406937, rate,0.014934219419956207
minor,0.06719983907948647, hit,0.014932981692254543
intrinsics,0.06708000600337982, typos,0.01478204457089305
oliver.wolff,0.06700286616317251, db_preallocation,0.014766385972810289
these,0.06694593690335751, partition,0.014737538993358612
chain,0.06692075356841087, wo,0.014684033114463091
utility,0.06691161791483562, synchronized,0.01467183232307434
setmask,0.06689903140068054, respect,0.014541625045239925
changes,0.06687646660975588, affect,0.014439388178288937
cullmann,0.06678912788629532, nova-metadata-service,0.014321059919893742
relating,0.06674137711524963, rules,0.014177538096331634
light,0.0667060506530106, imageupload,0.014171048998832703
andrew.den-exter,0.06641735550430086, x-object-manifest,0.014004508033394814
qnx,0.06640027144749183, introduce,0.013870662823319436
fixes,0.06635884142560051, supply,0.013685333542525768
problem,0.06625380158862647, patch,0.01344927523865661
key,0.06622960408114725, 'port_filter,0.013254456222057343
override,0.06618618277403024, property,0.013240854501081803
marius,0.06614636949130467, install,0.013195698382332921
complain,0.06614498198032379, doing,0.013185757108860545
libc++,0.0661054290831089, packages,0.013162229210138321
name,0.06602903479735737, kvm,0.01314803452364036
directly,0.0659787802759445, following,0.013058787175955681
synchronous,0.06596813102563222, easier,0.013056706947584948
creates,0.0658354360359506, attaching,0.012984532552460829
operators,0.06582645494490862, environments,0.012732701376080513
qmetatype,0.06577460958876392, solution,0.01265954039990902
declaration,0.06570444313379434, idea,0.012434582536419233
website,0.06569277743498485, applies,0.012402968481183052
=,0.06562000009472724, configure,0.012397482577297423
prepare,0.06561678896347682, http_connect,0.012393258512020111
can,0.0655626785994028, 'extended,0.012376498430967331
christopher,0.06553513308366139, feature,0.012351856629053751
qdoc,0.06546481212514431, zones,0.012317033484578133
operations,0.06545128797491391, ovs_lib,0.012298601865768432
overhead,0.06533463795979817, although,0.012232045829296111
m.,0.06533242575824261, reserves,0.012228818610310555
direct,0.0653270399197936, configurations,0.012171098939143121
get_element,0.06531926244497299, summary,0.01197606511414051
accessibility,0.06517194108002716, version,0.011894891057415185
c,0.06513770172993343, shutoff,0.011768917553126812
creation,0.06505937658419664, skip,0.011672233510762454
//svn.webkit.org/repository/webkit/trunk,0.06505499904354413, ambiguity,0.011570402421057224
forward,0.0650530105146269, startup,0.011319368670228869
sign,0.0650417935103178, respective,0.011315714567899704
6,0.06503107611622129, vcpus,0.011282278224825859
complex,0.06501731649041176, iptables_manager,0.011278189718723297
legacy,0.06501514464616776, 1.0,0.011272484281410774
qunifiedtimer,0.06498787303765614, loopingcall,0.011246359907090664
ca,0.06497119042055252, sizelimit,0.011190420016646385
qmlscene,0.06490672118961811, calculating,0.011123490519821644
char*,0.06488585937768221, logical,0.011111484840512276
janne.anttila,0.0648311423137784, matter,0.01102144286657373
simplified,0.064829520881176, os-services,0.010979972779750824
olav,0.06482151369082517, drop,0.010938937154908976
qincompatibleflag,0.0648197637250026, updating,0.01085479202059408
clashes,0.06477436423301697, 907898,0.010828036814928055
time,0.06474365425118081, probe,0.010789597406983376
actual,0.0647205894417835, instead,0.01070956477455258
byte,0.06468983367085457, havana,0.010570871389724991
correctly,0.0646751326758687, nexus,0.010465262550860643
qmetaobject,0.06465675149645124, apis-for-nova-manage,0.010434187948703766
skipped,0.06464970608552296, key_name,0.010297698900103569
threads,0.06454611590015702, neutron_nvp_port_mapping,0.01027809176594019
skip,0.0645312188873784, i682fa491dd1435814b73404d91df3387504c3e39,0.010263492353260517
symbols,0.0644986305385828, reply,0.01023372852553924
handler,0.06448336876928806, pairs,0.010232366000612577
instantiation,0.06434896091620128, period,0.010216706299356051
events,0.06432480355160254, related-bug,0.01020864231718911
type,0.06427864477364827, access,0.01015006935223937
supports,0.06418171711266041, atomic,0.009955886751413345
consequently,0.06416040658950806, rollback,0.009889134205877781
lhs,0.06411514182885487, 'legacy,0.009872225113213062
sse2,0.06408407849570115, grab,0.009754152037203312
object,0.06405436010876049, pypi,0.00965804886072874
definition,0.06402689187477033, restarted,0.009652139153331518
convention,0.0638541605323553, check,0.009441077234406098
doing,0.06381502990489421, 1.1,0.009405352796117464
rhel,0.06378517299890518, greater,0.009399888504828726
lam,0.06377331136415403, python-novaclient,0.009336372992644707
qtobject,0.06377080331246059, payload,0.009325143322348595
back,0.0637685933248385, change_instance_metadata,0.009286501444876194
false,0.06367523990775226, e,0.009240427985787392
around,0.06364322101904286, even,0.009158356425662836
d,0.06354169324040412, lost,0.009151995913790805
offsets,0.06350101033846538, author,0.009110044067104658
xlib,0.0634958229959011, 17,0.009098350458468
0x80ff,0.06327719241380692, unfortunately,0.009088189341127872
len,0.06316381692886353, querying,0.009001738081375757
variant,0.06312458713849385, going,0.008971302956342696
either,0.06310840313763995, suite,0.00896925013512373
those,0.06309242960479525, identified,0.008964731357991695
resizing,0.06309195856253307, image-snapshot,0.008933352306485176
convenience,0.06293117403984069, vimexception,0.008930324266354242
synchronously,0.06290645524859428, violation,0.008890996687114239
..,0.06288940211137135, virt-objects,0.008879033848643303
handlers,0.062800249705712, scripts,0.00887526385486126
got,0.06279580775075234, priority,0.008857868611812592
constexpr,0.06278796928624313, glance-api.conf,0.00864990676442782
allows,0.06277950966785498, nw_info,0.008595112711191177
throw,0.06273168716579676, associated,0.008521147569020589
value,0.06265009276542531, self._update_instance,0.008419244239727655
arg,0.0626053512096405, avoided,0.008218098431825638
.cpp,0.06241133336776069, generating,0.008123484750588736
expired,0.06237189161280791, progresses,0.00812228862196207
favor,0.06227324530482292, passthrough,0.008096367557300255
maximum,0.0621223408728838, slo,0.007911870069801808
geoclue,0.06208740174770355, leads,0.007911519147455692
glyph,0.062026056376370514, extract,0.007911091670393944
nsapp,0.06201569363474846, tempest,0.007799419853836298
unify,0.0620089303702116, became,0.007595132105052471
having,0.061933095704565254, users,0.007587838385786329
:fromopenglcontext,0.06179627403616905, particular,0.0075790445320308205
bumberger,0.06178901838817789, provides,0.0075711725900570554
restore,0.06176868826150894, accurate,0.0075369582045823336
qcoreapplication,0.06175151758361608, oslo.messaging,0.007495928710947434
latest,0.06174911345754351, gateway,0.007465300130813072
qdnslookup,0.06169003744920095, earlier,0.00732568030556043
sampling,0.061680943705141544, interact,0.007321375732620557
pc,0.06167813390493393, conflicts,0.007226212415844202
textinput,0.06163103381792704, while,0.007204990182071924
point,0.06162485264001354, 100b2316-9187-48d8-b327-dded22d1dc71-00001,0.00720482071240743
allow,0.06144341513175856, !,0.007199854403734207
joerg,0.06141712317435906, mod,0.007159897591918707
notification,0.06140693028767904, mimic,0.007125292904675007
256,0.06136222928762436, relevant,0.007087459388588156
expression,0.06135479839784758, /quantum/openstack/common/cfg.py,0.007070563733577728
mailing,0.061303168535232544, randomly,0.007002375554293394
qtest,0.06119081803730556, app,0.006910045941670735
docs,0.061185286446873634, crash,0.006796628547211488
harmer,0.06117765462646882, tweaked,0.006725694052875042
sender,0.06112975347787142, 'in-use,0.006680712103843689
prefetch,0.06112104468047619, cinderexceptions,0.006666131938497226
eg,0.06105097942054272, behave,0.006664720829576254
mask,0.06100546848028898, few,0.00665891207754612
operator,0.06092651236964309, happening,0.006633490324020386
table,0.060837781855038235, aggregates,0.0066300939458111925
very,0.06077223957369202, ping,0.006580250337719917
gtk3,0.06077108780543009, newly,0.0064747328869998455
whole,0.060626306171928136, ability,0.0063765749335289
quit,0.060615792870521545, log.debug,0.006332585122436285
callee,0.06058171888192495, systems,0.006183990393765271
updatepolish,0.06038669620951017, report_interval,0.006164831575006247
qqmlpropertymap,0.060344092858334385, translating,0.006083269603550434
amount,0.06029469706118107, start_instance,0.00605850899592042
qt_sanity_bot,0.06028768625173743, schedule_delayed_delete_from_backend,0.006038996856659651
writingsystem=0,0.060052148066461086, into,0.005937786501611478
volume,0.060038061546427865, _instance_update,0.005892942193895578
forget,0.05993235111236572, live_migration,0.005858937278389931
studio,0.05989111711581548, kind,0.005846057087182999
put,0.05983688309788704, sort,0.005827097164001316
qmenu,0.059686619619076904, superclass,0.005748326579729716
enough,0.05968228785786778, people,0.0056867630531390505
editable,0.0596710205078125, general,0.005656953073210186
define,0.0596501726585512, 169.254.2.1,0.005635801237076521
qheaderview,0.05964609111348788, volumebackendapiexception,0.005610233638435602
lc_all,0.05960593124230703, xcp/xenserver,0.005535908509045839
updates,0.05957349899568056, subprocess,0.0054977962766618775
qtdeclarative,0.059520463434247564, get_spice_console,0.005494855809956789
kevin.krammer,0.05950931571424008, state_path,0.0054937923947970075
velocity,0.05925127491354942, stub_instance,0.005445376969873905
viewport,0.05921701980488641, building,0.005421462003141642
vector,0.05917365998029709, todo,0.005390792153775692
windows,0.059125182399469796, --,0.005386481000650152
slower,0.059108003973960876, found,0.005357166199731486
cache,0.05904123196766401, mysql,0.005339916422963142
==,0.05896074640063139, icehouse-objects,0.00532413770755132
jørgen,0.05895270001039737, trace,0.005319770735998948
ie,0.05894547328352928, tweak,0.005305498838424683
1.4,0.05894277493158976, ?,0.005300344278415044
drive,0.05889744684100151, rebalance,0.005288244147474567
:vector,0.05882725119590759, vcenter,0.005285865068435669
introduces,0.05880496118749891, syncs,0.005280865356326103
_unwind_raiseexception,0.05879361554980278, aside,0.0051507712341845036
called,0.05874521312601727, hard,0.0051356029289308935
knows,0.05873969942331314, fashion,0.005112980802853902
none,0.05866227637637745, leave,0.005022747579330046
tiles-related,0.05859348550438881, lr,0.00497368403843471
unused,0.058516534750886036, refactors,0.004938790574669838
qopenglmultigroupsharedresource,0.05848117545247078, 1.8.0,0.004886202824612458
rafael,0.058474243009606235, confirmed,0.004872205356756846
field,0.058402211560557284, coverage,0.004789239663461392
column,0.05838527778784434, encrypted,0.004633580024043719
impact,0.05803544260561466, currently,0.004526105776204969
whitespace,0.05791458114981651, hypervisor-show,0.004480020763973395
are,0.05790623429562575, instance_uuid,0.00439381244359538
kdab.com,0.0578341755386744, future,0.004380165599286556
storage,0.05781465305699385, iscsi,0.0043502307349914
note,0.057779665669057005, dicts,0.004338881621758143
unwind,0.057769883734484516, scope-config-opts,0.004316872517977442
find,0.057709400689131336, appears,0.004313649609684944
listing,0.057639886935551964, removes,0.004287747276777571
late,0.05760499214132627, nova/testing,0.004279769957065582
where,0.057581283072450834, hypervisor_version,0.004260666202753782
bar,0.0575754027813673, icehouse,0.004231882414647511
mean,0.05734844645485282, below,0.004106104373931885
edi,0.05726642906665802, connectioncontext.__del__,0.0040093837305903435
chosen,0.05724379979074001, _fields,0.003980433568358421
certificates,0.05721505861729383, upgrade_levels,0.0038741936441510916
gastal,0.057162672695186406, rotation,0.0038273551035672426
omit,0.057149358093738556, marks,0.0037592328153550625
agent,0.057076651602983475, invoke,0.003749409632291645
3.4,0.057072738806406655, tags,0.003656112588942051
:key_unknown,0.05705801397562027, 'rpc_flavor,0.0036275318513313928
.js,0.05695640668272972, completely,0.0033785440027713776
previously,0.056921012507102985, update_status,0.003377685323357582
qbasicatomic,0.05691997706890106, someone,0.0033312092224756875
b,0.05691773928701878, object.builder,0.0032896145712584257
mftransform,0.05688871443271637, no-db-messaging,0.0032345582963898777
environment,0.05687574359277884, parse,0.0032203728333115578
signals,0.056722697264790026, test_vmware_vmdk.py,0.0028523665387183428
qcocoaapplicationdelegate,0.056692980229854584, fixed_ip_get,0.002809481928125024
alexander.blasche,0.05669008645095996, imageid,0.0027972261110941568
cleaning,0.05666270852088928, anyjson,0.0027265094686299562
exception,0.05666223138541682, 'force,0.0026447374373674394
pen,0.0565597265958786, 'backend,0.002644068095833063
typedefs,0.05652576064070066, dummy,0.0026063253171741962
zero,0.05651695813451495, plumgrid,0.002588970586657524
cases,0.05635204141003054, binding,0.0025811423547565937
conversion,0.05635136439321706, random,0.002562033012509346
initialize,0.05630163111103078, hostnames,0.0023836547819276652
shienkov,0.05626650929899012, dev,0.002352256327867508
total,0.05619253714879354, /v2/,0.002335775177925825
break/continue,0.05618587632973989, osapi_volume_extension,0.002288356889039278
hunger,0.05618412047624588, increase,0.00205247406847775
report,0.0561652284167293, defaulting,0.002039369040479263
iteration,0.05615601440270742, incorrectly,0.001968309128036102
ulf.hermann,0.05612123152241111, params,0.0019549479708075523
flawed,0.05600892752408981, lucid,0.0019396876450628042
dropped,0.05598036448160807, dnat,0.0018712281016632915
swap,0.05597200393676758, comes,0.00173965806607157
requirement,0.05585552752017975, 'extending,0.0016521188663318753
upstream,0.05580766840527455, submitted,0.0016513722948729992
phi,0.05573413372039795, _post_live_migration,0.0016006394289433956
then,0.05559870914097816, spaces,0.0015386940600971382
allowing,0.05556775182485581, off,0.0015203787634770075
evaluation,0.055411625520459244, runtime,0.001501834369264543
qmake_target_bundle_prefix,0.055401358753442764, os-dcf,0.0012916310224682093
applies,0.05539598781615496, deletion,0.001272410008823499
metrics,0.055334695428609845, ipv6,0.0012028798228129745
produced,0.05518898740410805, middlewares,0.0011925408616662025
assigning,0.05502865631133318, reduces,0.0011504825670272112
initializer,0.05501110479235649, **kwargs,0.0010857711313292384
duplicated,0.05499908531253988, <NULL>,0.0010279115294864025
expansion,0.054965201299637556, prints,0.0010221304837614298
unsigned,0.05494888194582679, indenting,0.0010189820313826203
replies,0.054909609258174896, constraint,0.0009785402410974104
tifftag_resolutionunit,0.054855906404554844, pythons,0.000869736191816628
points,0.054779504679820755, asserttrue,0.0007986357435584068
thumb,0.0547571836039424, vs.,0.0006967118824832141
obtained,0.05464590837558111, returns,0.0005056918744230643
gabriel.dedietrich,0.05459355458484164, project_id/tenant_id,0.0004355858836788684
bindings,0.054570776203440294, assign,0.00037685062270611527
copying,0.054541065490671566, thin,0.00028426144854165614
keys,0.05446192106375328, visible,0.00024377154477406293
adams,0.05444758588617498, jsonutils,0.00014586555771529676
qpagedpaintdevice,0.054399217246100307, ephemeral,0.00010472886303129296
groupbox,0.054384528348843254, reverse,8.969908958533779e-05
backend,0.054375705043120046, controller,5.4508631971354284e-05
handle,0.05431535346178862, i.e,4.4820746552431956e-05
include,0.05424752536877666, fresh,0.0
indication,0.05421686669190725, committed,0.0
mac,0.05419988519347766, 200,0.0
yard,0.05418800376355648, auto_disk_config,0.0
probably,0.054184407173168095, closes-bug,0.0
iconv_open,0.05415172874927521, rid,0.0
working,0.05414045525386053, builder,0.0
kandeler,0.05404030717909336, pattern,0.0
resolves,0.05396631732583046, controllers,0.0
webcore,0.05391635545870153, db-enforce-unique-keys,0.0
disk,0.05373657246430715, globally,0.0
has,0.05372351843752707, locally,0.0
needlessly,0.053707813223203026, knowledge,0.0
qmimetype,0.053581006824970245, introduces,0.0
lastposition,0.05349906161427498, factors,0.0
accept,0.05335989444865845, finally,0.0
dtor,0.05333020289738973, launch,0.0
particles,0.053314095735549925, excutils.save_and_reraise_exception,0.0
high-dpi,0.053248164909226556, directories,0.0
eike.ziller,0.0532357282936573, gerrit,0.0
right,0.053136172518134114, solidfire,0.0
mingw,0.05309129785746336, ga,0.0
removed,0.053051301800749365, scality,0.0
4.5,0.053041625022888186, sofs,0.0
allan.jensen,0.05288180780525391, accesses,0.0
sets,0.052706926362589, sparse,0.0
:disconnect,0.05258139967918396, maintain,0.0
comparing,0.0525258609559387, cached,0.0
mat4,0.05252331495285034, core,0.0
for,0.052510090504342015, vdi.copy,0.0
two,0.0524672850176854, half-completed,0.0
offset,0.05234768592259463, far,0.0
invalidate,0.05232034126917521, affects,0.0
min/max,0.052161598578095436, remote,0.0
increment/decrement,0.05213733855634928, nova.flags,0.0
rate,0.05210559302940965, unpredictable,0.0
speed,0.05200860952027142, fix-nova-typos,0.0
get,0.052003780088184036, multi-backend,0.0
as,0.05199868910786817, portante,0.0
live,0.05194646120071411, peter.portante,0.0
following,0.05188540380913764, limit=0,0.0
launch,0.051858089864254, engines,0.0
qt-5304,0.05184692144393921, synced,0.0
widgets,0.05175187987716574, drastically,0.0
\since,0.05167723558843136, installed,0.0
run-time,0.05164360503355662, handles,0.0
bin/rcc,0.05162869533523917, decided,0.0
still,0.05161386447311458, typo,0.0
break,0.05159547010605985, resizes,0.0
via,0.05159402498975396, bypasses,0.0
posted,0.05153535337497791, 'glance-manage,0.0
jeremy,0.051501491417487465, on-disk,0.0
mixed,0.0515012051910162, topic,0.0
boms,0.0514976792037487, combination,0.0
drain,0.05139189213514328, param,0.0
asm,0.051342728547751904, target,0.0
specifies,0.05126463373502096, lvmiscsidriver,0.0
qsgcontext,0.0511209636926651, retrieve,0.0
qelapsedtimer,0.05110048456117511, including,0.0
precision,0.05101002628604571, containing,0.0
migration,0.05099688470363617, inject,0.0
namespaced,0.050978556441675336, '500,0.0
computed,0.05094630643725395, tcp_keepalive,0.0
exactly,0.05087643523107876, tcp,0.0
reviewed,0.05086106703051233, settings,0.0
qconfig.h,0.05085692803064982, cfg,0.0
detected,0.05074823399384817, levels,0.0
shared,0.050725368410348894, consoleauth,0.0
positioned,0.05071336030960083, cinder-volume,0.0
authority,0.050676835079987846, lang=c,0.0
integrity,0.05058632045984268, invocations,0.0
pow,0.050538440545399986, overwrites,0.0
d3dcompiler,0.05051537975668907, cloning,0.0
define-true-false,0.050392127991653976, proposed,0.0
objc-mode,0.05035579577088356, y,0.0
send,0.05031941071640523, seen,0.0
couple,0.0502964556734595, san,0.0
assumes,0.05025324349602064, i/o,0.0
skipping,0.050183895975351334, decisions,0.0
versions,0.050161892865227334, 937694,0.0
declarations,0.05010378733277321, know,0.0
modal,0.05002309940755367, tgz,0.0
qabstractsocket,0.049959611147642136, -ed,0.0
qlist,0.049923129845410585, async,0.0
other,0.04988367081190763, trusted_filter,0.0
did,0.04986418700776994, execution,0.0
wheel,0.04981964950760206, microseconds,0.0
positioner,0.04978364954392115, 'get_open_port,0.0
qvariantmap,0.0497392068306605, utils.py,0.0
vendor,0.04971140871445338, p.,0.0
execute,0.049547982215881345, imagebackend,0.0
providers,0.049523547291755676, potentially,0.0
document,0.04950864314052619, expecting,0.0
msvc2010,0.049487408623099326, greenthreads,0.0
//www.mail-archive.com/development,0.049483263244231544, _run_ssh,0.0
say,0.049411031603813174, networking,0.0
continuation,0.04938521981239319, components,0.0
